full_date_time,config_name,latitude,longitude,elevation,anno,mese,day,hour,prod,peakpower
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,02,0.0,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,03,0.0,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,04,0.0,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,05,0.0,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,06,0.0,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,07,19.466639999999998,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,08,56.70907,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,09,78.36314,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,10,88.68334,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,11,92.29486,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,12,87.42751,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,13,76.24138,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,14,58.11674,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,15,26.38325,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,16,0.0,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,17,0.0,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,18,0.0,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,19,0.0,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,20,0.0,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,21,0.0,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,22,0.0,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,23,0.0,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,00,0.0,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,01,0.0,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,02,0.0,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,03,0.0,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,04,0.0,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,05,0.0,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,06,0.0,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,07,16.74295,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,08,15.451559999999999,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,09,16.22858,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,10,36.86076,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,11,89.81466999999999,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,12,85.0513,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,13,75.42605,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,14,55.82534,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,15,25.930439999999997,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,16,0.0,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,17,0.0,136.8
